6.00,30.00,6.00,0.00,60.00,0.00,45.00,18.00,0.00,45.00,6.00,0.00,56.00,0.00,47.00,14.00,0.00,55.00,6.00,0.00,
4.00,24.00,5.00,1.00,42.00,0.00,16.00,26.00,0.00,38.00,4.00,0.00,42.00,0.00,16.00,26.00,0.00,38.00,4.00,0.00,
6.00,22.00,6.00,0.00,55.00,2.00,40.00,12.00,0.00,51.00,6.00,0.00,59.00,2.00,46.00,14.00,0.00,52.00,6.00,0.00,
2.00,22.00,4.00,0.00,24.00,2.00,8.00,16.00,0.00,22.00,4.00,0.00,24.00,0.00,10.00,16.00,0.00,20.00,4.00,0.00,
4.00,28.00,4.00,0.00,39.00,1.00,15.00,25.00,0.00,35.00,5.00,0.00,39.00,1.00,15.00,25.00,0.00,35.00,5.00,0.00,
4.00,27.00,6.00,0.00,50.00,2.00,21.00,34.00,0.00,52.00,6.00,0.00,57.00,1.00,24.00,35.00,0.00,51.00,6.00,0.00,
0.00,5.00,6.00,0.00,45.00,3.00,34.00,29.00,0.00,58.00,5.00,0.00,56.00,1.00,34.00,21.00,0.00,52.00,6.00,0.00,
0.00,5.00,6.00,0.00,46.00,2.00,36.00,19.00,0.00,60.00,5.00,0.00,62.00,0.00,36.00,28.00,0.00,58.00,6.00,0.00,
0.00,11.00,6.00,0.00,34.00,0.00,14.00,20.00,0.00,28.00,6.00,0.00,34.00,0.00,14.00,20.00,0.00,28.00,6.00,0.00,
