23.21,13.55,2.47,18.82,18.72,20.98,23.12,20.57,16.23,32.75,38.83,30.80,
21.51,11.94,6.59,16.92,23.73,18.12,20.79,18.01,21.11,35.99,24.05,18.34,
0.11,9.91,11.80,19.29,24.11,23.85,32.22,20.44,16.76,22.05,75.24,0.00,
8.52,12.70,5.03,20.30,26.66,22.12,22.55,21.64,33.77,18.93,2.40,28.65,
6.16,10.55,19.73,17.60,27.09,25.34,30.21,16.23,25.75,11.51,57.85,13.89,
5.36,9.58,3.81,17.69,22.58,18.97,22.36,18.62,7.97,15.23,23.32,34.26,
23.04,14.76,5.13,17.28,24.69,20.08,23.52,22.60,20.05,25.79,0.00,37.40,
31.33,12.08,17.62,15.16,26.91,21.08,26.18,16.10,31.56,21.14,26.02,0.00,
18.37,13.30,17.70,24.11,22.69,27.91,22.03,17.75,14.01,8.36,70.72,40.03,
21.49,15.99,1.71,27.66,23.07,33.17,22.98,24.32,30.30,35.27,30.22,17.81,
8.93,18.44,31.15,25.74,47.13,24.28,22.92,27.30,17.45,15.81,0.12,52.14,
18.93,12.42,13.49,22.55,15.70,24.27,37.54,23.33,15.77,23.89,36.89,24.44,
3.67,12.80,26.60,21.91,33.59,27.73,36.76,21.52,34.88,28.32,23.45,37.47,
13.67,11.42,7.89,19.56,26.30,24.18,22.81,20.46,29.66,15.25,56.09,54.76,
11.96,10.94,9.16,22.91,22.88,19.98,26.16,23.84,19.72,21.93,23.82,17.15,
15.95,13.28,0.24,24.15,22.38,22.28,24.93,19.62,28.71,22.13,25.67,2.89,
13.39,8.92,15.46,23.27,32.38,25.68,32.60,27.01,23.50,27.45,3.90,46.88,
43.67,9.69,1.98,19.87,16.85,27.06,29.37,20.04,9.10,18.79,50.00,73.76,
25.42,13.24,0.00,23.08,34.29,34.54,21.28,17.03,29.41,30.20,0.00,3.71,
15.33,14.53,14.42,20.93,22.15,28.02,26.51,14.14,22.95,11.88,40.92,3.04,
35.05,11.37,3.08,24.92,20.10,28.15,26.55,27.67,35.19,33.07,18.72,11.65,
28.55,11.64,14.15,26.15,19.12,18.38,24.99,19.41,15.68,32.08,50.32,10.62,
3.77,11.38,0.00,21.84,21.78,34.91,35.09,19.52,25.93,15.17,25.21,4.82,
18.31,12.84,8.68,21.01,16.69,26.16,23.58,23.79,30.47,39.15,73.24,0.00,
19.90,13.82,6.37,25.24,27.22,19.38,25.59,26.04,32.87,24.29,26.96,1.70,
31.88,11.73,35.06,20.51,21.50,21.67,31.89,19.37,14.06,27.81,9.77,2.00,
29.09,12.34,0.00,20.75,16.45,15.92,20.60,21.41,12.39,31.70,13.86,0.00,
2.99,15.56,4.46,24.02,29.37,28.61,28.80,24.57,18.77,27.82,0.35,20.01,
28.16,12.46,1.37,21.35,19.12,26.14,27.13,21.49,30.65,13.68,68.48,0.00,
12.43,15.25,33.63,28.88,34.23,28.33,34.63,25.64,30.23,42.21,0.00,1.93,
16.18,14.50,13.68,22.49,23.70,21.54,23.11,20.30,19.18,15.26,13.62,2.39,
19.34,10.65,0.23,23.17,12.57,30.45,38.44,21.44,19.17,56.49,5.83,65.33,
18.33,9.34,9.44,20.25,15.67,21.39,23.85,20.54,37.50,22.98,21.76,11.04,
22.65,11.23,8.35,18.77,23.75,18.78,30.37,17.35,16.48,27.23,8.26,1.59,
14.60,10.88,13.87,22.27,27.44,22.60,20.70,23.53,19.07,19.37,5.14,43.69,
22.00,10.01,17.89,22.92,22.90,26.17,31.69,20.49,12.24,30.66,29.11,0.80,
14.11,15.76,28.97,20.58,29.41,25.74,18.58,16.49,23.58,19.14,15.85,20.82,
10.62,11.20,2.75,20.22,21.68,26.90,17.11,16.40,17.97,31.97,25.71,0.00,
24.79,12.12,0.56,23.19,26.45,36.39,15.92,23.31,25.53,39.01,32.83,33.04,
12.32,14.34,5.61,23.31,22.35,19.68,25.65,20.71,7.87,18.31,7.14,0.00,
17.42,11.77,11.35,22.23,11.14,21.85,19.39,21.51,11.18,20.50,47.32,0.00,
12.54,17.86,8.78,23.02,23.69,25.98,17.10,23.55,40.40,34.60,36.18,0.00,
16.38,11.31,8.26,26.36,39.77,32.20,26.71,18.62,33.51,42.49,0.42,6.43,
3.29,10.04,61.52,21.20,18.50,22.19,31.20,17.95,27.59,23.85,31.59,25.70,
2.98,11.19,13.70,22.25,24.07,14.19,14.36,20.04,25.62,40.61,0.00,0.00,
12.36,11.20,25.77,22.79,21.72,30.14,27.22,20.66,29.61,27.14,34.41,16.25,
10.70,13.39,14.40,22.87,27.47,31.69,31.81,23.30,10.72,22.88,42.31,36.20,
17.41,12.60,0.00,24.02,23.77,39.18,24.92,26.44,28.54,14.42,26.57,42.36,
32.75,13.18,0.27,24.26,19.99,29.97,22.53,24.69,16.51,25.67,7.68,0.00,
2.44,11.39,43.76,22.32,24.69,20.15,32.11,17.21,7.03,18.88,4.29,15.28,
19.79,11.27,1.81,21.21,23.45,19.27,34.46,22.70,46.71,25.00,27.79,0.00,
9.69,16.64,0.00,23.18,22.42,21.16,16.65,16.53,24.79,32.65,23.02,5.90,
4.91,13.54,5.64,24.71,40.58,15.37,28.17,24.40,26.42,52.16,43.97,27.98,
2.01,14.62,3.98,21.13,27.23,25.58,28.59,21.38,35.93,26.56,95.93,18.87,
19.40,12.73,19.75,23.91,24.83,29.88,27.70,23.86,28.23,10.84,2.53,20.66,
0.66,9.71,3.50,26.83,27.92,31.15,35.86,24.57,24.69,29.85,0.00,47.52,
9.09,10.94,0.00,22.24,29.34,20.56,23.84,16.02,25.31,18.67,0.00,30.20,
7.17,12.77,64.80,23.82,29.42,17.63,34.55,18.20,50.10,42.89,0.00,27.10,
37.77,15.88,0.00,19.25,21.88,19.76,20.93,16.66,13.98,22.14,0.00,25.98,
12.36,10.71,22.74,17.41,20.14,16.82,28.17,19.53,34.18,14.89,67.75,23.61,
8.47,12.35,26.50,19.49,17.88,32.55,25.56,14.58,15.34,24.13,0.00,2.81,
10.16,9.29,26.56,18.99,22.81,20.92,24.03,15.21,4.84,30.54,48.95,3.52,
14.12,13.38,13.41,20.91,29.99,28.37,30.31,21.13,24.71,33.60,16.52,42.65,
33.52,13.63,0.00,17.43,27.02,16.27,32.08,17.96,4.82,18.48,14.42,27.83,
9.95,14.97,0.08,19.89,28.30,15.97,39.22,19.36,7.97,29.82,24.86,70.57,
8.07,12.41,0.00,20.36,17.27,14.37,25.82,18.70,31.61,11.32,1.21,19.64,
6.29,13.88,0.00,19.98,18.13,22.73,19.86,19.54,28.75,3.54,3.13,0.57,
28.43,14.74,16.56,21.32,17.67,23.44,26.61,18.79,31.86,31.24,40.11,23.99,
8.41,13.32,1.65,18.31,22.03,27.84,16.57,17.00,19.32,9.87,42.88,29.56,
11.35,14.08,0.34,21.50,24.57,18.78,22.46,22.27,31.13,24.10,6.31,46.61,
11.34,13.74,6.72,18.46,19.31,15.39,28.17,17.27,17.47,34.31,4.76,14.29,
8.61,9.55,0.00,16.96,15.14,16.32,21.25,17.25,32.18,3.09,17.99,1.86,
11.65,13.19,21.35,19.27,22.27,19.85,21.25,15.90,16.98,35.07,0.00,5.98,
9.30,13.61,17.81,20.35,21.39,17.52,20.20,19.91,26.21,23.95,25.47,28.34,
4.37,15.27,0.00,17.95,15.60,30.91,25.32,14.66,16.08,19.40,69.46,29.39,
4.55,12.05,27.22,19.95,20.95,30.13,9.63,17.35,18.02,25.33,56.16,0.00,
6.35,10.97,4.71,20.42,32.75,19.82,26.83,17.21,23.67,22.52,11.81,14.55,
3.08,11.30,37.98,19.80,25.98,22.10,38.99,17.19,27.93,11.49,1.36,10.86,
2.53,10.35,0.00,19.81,31.64,24.07,21.86,19.20,20.27,14.55,22.50,37.33,
36.61,11.59,3.18,17.46,22.21,24.04,19.61,19.60,21.65,28.35,24.13,12.93,
2.36,12.41,21.94,20.04,11.71,22.66,29.06,15.47,24.16,14.34,6.07,6.37,
22.38,10.33,11.39,19.12,15.49,16.38,26.10,16.02,5.28,36.91,9.17,52.59,
30.75,11.42,0.00,23.86,30.41,13.42,29.54,22.00,28.06,38.89,46.18,9.00,
32.83,10.00,33.78,21.86,11.96,18.32,23.30,22.76,47.01,33.77,11.96,27.25,
30.35,13.96,1.49,19.18,20.34,22.09,30.67,22.32,21.97,17.48,23.13,26.03,
27.34,8.69,1.57,19.40,23.65,23.65,20.81,19.10,19.64,15.40,7.10,40.83,
11.26,13.70,17.21,17.61,24.78,13.25,27.39,15.72,19.93,29.59,57.51,0.00,
17.94,10.94,8.96,19.09,20.21,35.92,25.91,17.33,13.37,24.73,0.39,19.59,
20.63,15.12,25.10,22.48,21.31,27.74,21.14,23.13,6.31,29.58,5.77,26.43,
15.28,11.81,12.65,18.89,21.49,19.67,17.55,18.70,6.29,15.42,4.39,0.51,
8.22,9.01,19.35,18.91,21.59,26.38,23.29,18.28,19.11,28.11,4.95,75.81,
6.44,14.53,15.06,20.57,17.38,25.59,19.09,13.35,34.00,14.95,4.51,41.41,
15.82,9.62,4.46,17.03,17.19,21.61,17.34,19.39,37.48,13.36,4.59,33.92,
19.56,14.45,0.00,20.08,29.95,21.25,15.94,16.81,27.81,28.32,0.00,0.00,
3.08,17.30,1.62,19.86,17.29,26.93,27.36,20.46,28.43,20.06,24.14,12.62,
17.39,12.83,20.22,17.64,21.00,21.47,22.75,19.44,13.46,15.20,0.72,8.85,
10.58,11.94,7.02,17.86,22.50,17.97,20.61,15.52,30.50,10.38,3.40,14.33,
7.57,12.09,0.61,19.33,27.73,18.21,30.75,17.29,40.92,39.02,30.00,0.94,
3.24,13.15,8.83,20.43,19.79,29.98,26.87,20.65,15.55,18.87,25.91,13.24,
1.60,12.01,13.39,15.28,12.19,25.95,15.76,15.55,23.99,36.23,34.60,18.72,
8.67,11.36,5.54,20.28,30.71,19.25,28.55,13.60,17.13,18.50,56.67,9.11,
