5,17,6,0,38,3,22,13,0,42,6,0,43,1,37,13,0,36,6,0
4,19,4,0,44,0,16,26,0,38,4,0,42,0,16,26,0,38,4,0
5,16,6,0,49,0,42,10,0,39,6,0,45,0,33,10,0,37,6,0
2,19,4,0,24,2,8,16,0,22,4,0,24,0,10,16,0,20,4,0
4,15,4,0,37,1,16,24,0,35,5,0,38,0,16,25,0,35,4,0
4,21,4,0,49,0,32,14,0,44,4,0,39,2,22,9,0,42,4,0
0,6,6,0,44,3,33,18,0,41,6,0,43,4,26,16,0,42,5,0
0,6,6,0,39,3,35,15,0,34,6,0,36,4,31,14,0,39,6,0
0,16,6,0,33,0,14,20,0,28,6,0,34,0,14,19,0,28,6,0
